submission_id,age,assignment,condition,correct1,correct2,experiment_duration,experiment_end_time,experiment_start_time,image,languages,prob,response,response_time,strategy
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e01_1500-100.jpg,deutsch,NA,Nobz,1993,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e49_4000-900.jpg,deutsch,NA,Grot,5399,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e41_3583-766.7.jpg,deutsch,NA,Nobz,2218,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,3781,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,2074,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,2713,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,2226,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e09_1917-233.3.jpg,deutsch,NA,Nobz,2233,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,2106,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e01_1500-100.jpg,deutsch,NA,Nobz,1919,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,2022,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e09_1917-233.3.jpg,deutsch,NA,Nobz,2194,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e49_4000-900.jpg,deutsch,NA,Nobz,2037,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,1980,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,2027,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e41_3583-766.7.jpg,deutsch,NA,Nobz,1995,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,2072,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,1993,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e09_1917-233.3.jpg,deutsch,NA,Nobz,1953,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e49_4000-900.jpg,deutsch,NA,Nobz,2461,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e41_3583-766.7.jpg,deutsch,NA,Nobz,1925,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e01_1500-100.jpg,deutsch,NA,Nobz,2027,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,1754,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,2745,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,1908,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,1800,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e01_1500-100.jpg,deutsch,NA,Nobz,1907,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e49_4000-900.jpg,deutsch,NA,Nobz,1882,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,2452,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e09_1917-233.3.jpg,deutsch,NA,Nobz,1854,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e41_3583-766.7.jpg,deutsch,NA,Nobz,2618,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,1989,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e41_3583-766.7.jpg,deutsch,NA,Nobz,2072,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,1762,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,1810,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,1825,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e01_1500-100.jpg,deutsch,NA,Nobz,1867,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,1829,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e49_4000-900.jpg,deutsch,NA,Nobz,1839,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e09_1917-233.3.jpg,deutsch,NA,Nobz,1944,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e01_1500-100.jpg,deutsch,NA,Nobz,2175,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e49_4000-900.jpg,deutsch,NA,Nobz,2179,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,2011,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e41_3583-766.7.jpg,deutsch,NA,Nobz,2425,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,1763,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,2532,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,2239,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e09_1917-233.3.jpg,deutsch,NA,Nobz,1794,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e49_4000-900.jpg,deutsch,NA,Nobz,2053,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,1796,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e09_1917-233.3.jpg,deutsch,NA,Nobz,1818,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,2294,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e01_1500-100.jpg,deutsch,NA,Nobz,1938,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,1837,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,1879,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e41_3583-766.7.jpg,deutsch,NA,Nobz,1811,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,1763,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e09_1917-233.3.jpg,deutsch,NA,Nobz,2678,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e49_4000-900.jpg,deutsch,NA,Nobz,1790,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,1707,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,1588,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,1649,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e01_1500-100.jpg,deutsch,NA,Nobz,1846,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e41_3583-766.7.jpg,deutsch,NA,Nobz,2115,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e09_1917-233.3.jpg,deutsch,NA,Nobz,3178,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,1908,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,4615,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e01_1500-100.jpg,deutsch,NA,Nobz,16560,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,2912,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,1702,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e41_3583-766.7.jpg,deutsch,NA,Nobz,1715,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e49_4000-900.jpg,deutsch,NA,Nobz,1846,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e09_1917-233.3.jpg,deutsch,NA,Nobz,2357,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,2039,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,1577,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e01_1500-100.jpg,deutsch,NA,Nobz,2462,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e49_4000-900.jpg,deutsch,NA,Nobz,2027,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,1790,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Nobz,Grot,683153,1660309052589,1660308369436,images/e41_3583-766.7.jpg,deutsch,NA,Nobz,1725,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,Grot,Nobz,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,1631,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e09_1917-233.3.jpg,deutsch,NA,Nobz,1217,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e05_1500-633.3.jpg,deutsch,NA,Grot,1500,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e48_4000-766.7.jpg,deutsch,NA,Nobz,1168,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e24_2750-366.7.jpg,deutsch,NA,Nobz,1590,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e12_1917-633.3.jpg,deutsch,NA,Grot,1004,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e04_1500-500.jpg,deutsch,NA,Grot,1070,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e27_2750-766.7.jpg,deutsch,NA,Grot,1086,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e25_2750-500.jpg,deutsch,NA,Nobz,3682,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e10_1917-366.7.jpg,deutsch,NA,Nobz,707,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e46_4000-500.jpg,deutsch,NA,Nobz,1815,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e23_2750-233.3.jpg,deutsch,NA,Nobz,751,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e16_2333-233.3.jpg,deutsch,NA,Nobz,1054,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e45_4000-366.7.jpg,deutsch,NA,Nobz,911,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e47_4000-633.3.jpg,deutsch,NA,Nobz,1704,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e02_1500-233.3.jpg,deutsch,NA,Nobz,1165,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e39_3583-500.jpg,deutsch,NA,Nobz,981,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e49_4000-900.jpg,deutsch,NA,Nobz,841,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e21_2333-900.jpg,deutsch,NA,Grot,1673,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e07_1500-900.jpg,deutsch,NA,Grot,663,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e36_3583-100.jpg,deutsch,NA,Nobz,1147,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e29_3167-100.jpg,deutsch,NA,Nobz,2764,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e28_2750-900.jpg,deutsch,NA,Grot,1281,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e11_1917-500.jpg,deutsch,NA,Grot,840,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e35_3167-900.jpg,deutsch,NA,Grot,749,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e03_1500-366.7.jpg,deutsch,NA,Nobz,2297,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e13_1917-766.7.jpg,deutsch,NA,Grot,1054,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e08_1917-100.jpg,deutsch,NA,Nobz,974,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e31_3167-366.7.jpg,deutsch,NA,Nobz,1204,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e01_1500-100.jpg,deutsch,NA,Nobz,650,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e44_4000-233.3.jpg,deutsch,NA,Nobz,848,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e30_3167-233.3.jpg,deutsch,NA,Nobz,635,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e15_2333-100.jpg,deutsch,NA,Nobz,846,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e41_3583-766.7.jpg,deutsch,NA,Nobz,1271,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e19_2333-633.3.jpg,deutsch,NA,Grot,1582,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e43_4000-100.jpg,deutsch,NA,Nobz,1207,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e42_3583-900.jpg,deutsch,NA,Nobz,1632,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e14_1917-900.jpg,deutsch,NA,Grot,1190,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e20_2333-766.7.jpg,deutsch,NA,Grot,839,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e34_3167-766.7.jpg,deutsch,NA,Grot,2980,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
15,33,correct1,2,NA,NA,683153,1660309052589,1660308369436,images/e22_2750-100.jpg,deutsch,NA,Nobz,949,"dunkel = nobz
hell = grot
hell und größer als bestimmen Quadrat = nobz"
